coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,year
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",169.0,160.0,9.0,2.0,159198,149291,9907,317192,0.0,0.0,0.0,44618,41793.0,36104.799845671485,95359.58566782133,49.8,2333.4314,9466.4434,2016
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",398.0,378.0,20.0,17.0,448108,429780,18328,820106,0.0,0.0,0.0,49697,76115.0,167451.10139710928,272488.84434941,49.8,2333.4314,9466.4434,2016
PA-505,Chester County CoC,558.0,553.0,5.0,7.0,280797,270039,10758,516768,0.0,0.0,0.0,35349,76006.0,193230.43700024567,322739.3337883801,49.8,2333.4314,9466.4434,2016
PA-506,Reading/Berks County CoC,521.0,518.0,3.0,19.0,213539,203031,10508,415911,0.0,0.0,0.0,52766,46216.0,76249.53439862977,152233.19909278824,49.79999999999999,2333.4314,9466.4434,2016
PA-508,Scranton/Lackawanna County CoC,242.0,231.0,11.0,13.0,107087,101105,5982,211108,0.0,0.0,0.0,28739,43928.0,42951.42760835231,105755.03245643202,49.79999999999999,2333.4314,9466.4434,2016
PA-509,Eastern Pennsylvania CoC,2599.0,1996.0,603.0,159.0,1548237,1464929,83308,3100560,0.0,0.0,0.0,361044,43566.09594589365,80617.74756302343,145215.32419588327,49.8,2333.4314,9466.4434,2016
PA-510,Lancaster City & County CoC,356.0,349.0,7.0,6.0,278301,266858,11443,538303,0.0,0.0,0.0,56082,47916.0,129597.17091331113,197191.1649653321,49.8,2333.4314,9466.4434,2016
PA-511,"Bristol, Bensalem/Bucks County CoC",530.0,500.0,30.0,22.0,341373,325784,15589,626369,0.0,0.0,0.0,40872,68118.0,187000.9032332022,291759.86131322157,49.8,2333.4314,9466.4434,2016
PA-512,York City & County CoC,365.0,294.0,71.0,14.0,235081,224336,10745,444012,0.0,0.0,0.0,42508,46355.0,99680.50093384378,165461.42102822557,49.8,2333.4314,9466.4434,2016
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1156.0,1108.0,48.0,94.0,648489,615242,33247,1226893,0.0,0.0,0.0,137017,55332.0,52476.85054530101,127480.18532302411,49.8,2333.4314,9466.4434,2016
PA-601,Western Pennsylvania CoC,986.0,917.0,69.0,32.0,819699,768336,51363,1671211,0.0,0.0,0.0,203912,44191.54676937861,40661.27407910842,103461.93187473185,49.8,2333.4314,9466.4434,2016
PA-603,Beaver County CoC,131.0,125.0,6.0,8.0,85443,80207,5236,166926,0.0,0.0,0.0,15998,44259.0,43063.39626414722,111388.53859329845,49.8,2333.4314,9466.4434,2016
PA-605,Erie City & County CoC,377.0,367.0,10.0,11.0,133789,125178,8611,276639,0.0,0.0,0.0,41331,41141.0,61283.11001033564,117278.01768847658,49.8,2333.4314,9466.4434,2016
RI-500,Rhode Island Statewide CoC,1160.0,1123.0,37.0,144.0,553234,524441,28793,1057816,0.0,0.0,0.0,134682,50320.35037851574,160451.89563440735,238216.86629020228,49.27000000000001,2752.7893,9811.465200000002,2016
SC-500,Charleston/Low Country CoC,550.0,287.0,263.0,142.0,480011,459105,20906,1031986,0.0,0.0,0.0,134107,46842.53353921468,127990.92690935059,236570.8733174518,61.7,1543.8648,8298.896,2016
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1829.0,1569.0,260.0,304.0,694838,662818,32020,1498282,0.0,0.0,0.0,212021,39653.66790363897,55245.378642991716,132431.68025676958,61.7,1543.8648,8298.896,2016
SC-502,Columbia/Midlands CoC,1350.0,1015.0,335.0,313.0,719818,684313,35505,1517089,0.0,0.0,0.0,223095,41061.759198043095,53643.92249920599,133386.992689109,61.699999999999996,1543.8648,8298.895999999999,2016
SC-503,"Myrtle Beach, Sumter City & County CoC",1322.0,490.0,832.0,229.0,391392,368067,23325,915674,0.0,0.0,0.0,170352,35130.618522530945,50100.958779174136,119390.66106412733,61.7,1543.8648,8298.896,2016
SD-500,South Dakota Statewide CoC,1072.0,887.0,185.0,44.0,416251,404288,11963,771562,0.0,0.0,0.0,84378,50792.89669009101,97788.01699895102,164516.23460198237,45.54,1301.9915,8123.4544,2016
TN-500,Chattanooga/Southeast Tennessee CoC,527.0,450.0,77.0,91.0,317544,301710,15834,689349,0.0,0.0,0.0,100567,41556.60715109473,63134.52402156165,133576.69982557083,58.11,1752.0059,6750.9382000000005,2016
TN-501,Memphis/Shelby County CoC,1669.0,1548.0,121.0,106.0,434502,411215,23287,936716,0.0,0.0,0.0,190199,45707.0,33205.22372083476,105593.53781174863,58.11,1752.0059,6750.9382,2016
TN-502,Knoxville/Knox County CoC,748.0,667.0,81.0,134.0,233831,224458,9373,456410,0.0,0.0,0.0,65480,46426.0,77215.65220041668,161023.89566640332,58.11000000000001,1752.0059,6750.9382,2016
TN-503,Central Tennessee CoC,296.0,270.0,26.0,32.0,550309,526747,23562,1161716,0.0,0.0,0.0,131543,49370.711697179,105721.34202058223,193456.36085454762,58.11000000000001,1752.0059,6750.9382,2016
TN-504,Nashville-Davidson County CoC,2365.0,1692.0,673.0,978.0,374155,360601,13554,686420,0.0,0.0,0.0,99415,58817.0,129310.64928756664,215096.1195915876,58.11000000000001,1752.0059,6750.9382,2016
TN-506,Upper Cumberland CoC,249.0,187.0,62.0,30.0,223218,212154,11064,504694,0.0,0.0,0.0,78026,36423.52464661755,74924.8942104058,138551.80314907042,58.11,1752.0059,6750.9382,2016
TN-507,Jackson/West Tennessee CoC,1541.0,163.0,1378.0,164.0,288680,271420,17260,664466,0.0,0.0,0.0,121886,35951.67297198051,35993.16487277311,90872.08251273107,58.11,1752.0059,6750.9382,2016
TN-509,Appalachian Regional CoC,448.0,299.0,149.0,117.0,223496,211712,11784,507587,0.0,0.0,0.0,86668,36571.871962835925,50627.42237495288,107995.44834955581,58.11,1752.0059,6750.9382,2016
TN-510,Murfreesboro/Rutherford County CoC,306.0,187.0,119.0,37.0,163741,157663,6078,307724,0.0,0.0,0.0,31097,39315.0,135757.2639666985,198957.6666656608,58.11,1752.0059000000003,6750.9382,2016
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",630.0,310.0,320.0,93.0,296498,281271,15227,663793,0.0,0.0,0.0,107768,36419.789997785454,62690.86926582771,126783.71398453241,58.10999999999999,1752.0059,6750.9382,2016
TX-500,San Antonio/Bexar County CoC,2781.0,1644.0,1137.0,521.0,905846,871855,33991,1927409,0.0,0.0,0.0,306859,42946.0,85811.26287842375,158884.07697464817,65.97,1351.79,7705.4946,2016
TX-503,Austin/Travis County CoC,2138.0,1322.0,816.0,742.0,678480,656873,21607,1206283,0.0,0.0,0.0,143948,60007.0,200520.49324710088,308944.50290762103,65.97,1351.79,7705.4946,2016
TX-600,"Dallas City & County, Irving CoC",3810.0,3071.0,739.0,597.0,1812359,1741875,70484,3535801,0.0,0.0,0.0,472575,56427.09306179844,126313.69650410434,208843.01828749763,65.96999999999998,1351.79,7705.494600000001,2016
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1938.0,1515.0,423.0,189.0,61297,58798,2499,129016,0.0,0.0,0.0,11838,51217.0,113715.2035568221,219067.53870008202,65.97,1351.79,7705.4946,2016
TX-603,El Paso City & County CoC,1100.0,987.0,113.0,105.0,349935,332601,17334,834112,0.0,0.0,0.0,186707,33661.0,78327.30733524373,121275.49207577677,65.97,1351.79,7705.4946,2016
TX-604,Waco/McLennan County CoC,267.0,224.0,43.0,35.0,161967,155095,6872,361112,0.0,0.0,0.0,64396,37861.49660770066,49585.51805457516,109265.32867004753,65.97,1351.79,7705.4946,2016
TX-607,Texas Balance of State CoC,6048.0,3660.0,2388.0,853.0,4074344,3853369,220975,9199682,0.0,0.0,0.0,1623515,39119.50235116822,62996.53234950967,132122.7776395821,65.97,1351.79,7705.494599999999,2016
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",256.0,234.0,22.0,36.0,143735,137134,6601,326857,0.0,0.0,0.0,48057,39894.47627555781,40412.42782762461,100061.5152803177,65.97,1351.7900000000002,7705.4946,2016
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",4031.0,2835.0,1196.0,516.0,633046,601625,31421,1299827,0.0,0.0,0.0,120761,56379.9960987116,149080.18200445967,246490.71441530707,65.97,1351.79,7705.4946,2016
TX-701,"Bryan, College Station/Brazos Valley CoC",161.0,150.0,11.0,10.0,159089,152570,6519,338048,0.0,0.0,0.0,69804,36216.61874645021,85988.62111304203,168511.75336174804,65.97,1351.79,7705.4946,2016
UT-500,Salt Lake City & County CoC,1891.0,1834.0,57.0,164.0,599503,581020,18483,1120751,0.0,0.0,0.0,104297,47524.0,193871.13559531103,283379.9068792918,49.55,1229.5185,7815.5377,2016
UT-503,Utah Balance of State CoC,738.0,600.0,138.0,17.0,584574,562447,22127,1259929,0.0,0.0,0.0,132527,36790.01280945196,148777.25763948643,228234.23970443298,49.55,1229.5185,7815.5377,2016
UT-504,Provo/Mountainland CoC,178.0,137.0,41.0,9.0,37644,36464,1180,70997,0.0,0.0,0.0,4080,87779.14930208318,241098.6569447312,454698.67562552146,49.55,1229.5185,7815.5377,2016
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",762.0,692.0,70.0,94.0,457227,440087,17140,848369,0.0,0.0,0.0,64202,56804.85228008096,139555.4808126865,221373.35647412587,55.54,1364.0621,8440.7251,2016
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",723.0,638.0,85.0,34.0,18955,18151,804,36450,0.0,0.0,0.0,3430,52144.0,75120.13990182661,274064.18242058734,55.54,1364.0621,8440.7251,2016
VA-502,"Roanoke City & County, Salem CoC",308.0,301.0,7.0,73.0,19728,18998,730,38436,0.0,0.0,0.0,3208,45698.41575606202,72427.37548206138,176320.5920335677,55.54,1364.0621000000003,8440.725099999998,2016
VA-504,Charlottesville CoC,157.0,135.0,22.0,33.0,48988,47274,1714,95544,0.0,0.0,0.0,9611,41823.75521225823,115573.87697473148,197854.63325559083,55.54,1364.0621,8440.7251,2016
VA-508,Lynchburg CoC,174.0,153.0,21.0,17.0,22016,21048,968,47438,0.0,0.0,0.0,6470,34863.49491968464,73898.71325507762,140971.9960519893,55.54,1364.0621,8440.7251,2016
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",268.0,261.0,7.0,69.0,59633,57179,2454,120101,0.0,0.0,0.0,13462,43439.54434184561,117859.41082008631,201098.37509064248,55.53999999999999,1364.0621,8440.7251,2016
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",209.0,175.0,34.0,13.0,95594,91790,3804,199714,0.0,0.0,0.0,12600,49997.1402755941,198371.71118417973,299132.2566092715,55.53999999999999,1364.0621,8440.7251,2016
VA-521,Virginia Balance of State CoC,654.0,498.0,156.0,58.0,428353,407317,21036,946464,0.0,0.0,0.0,139431,39221.855009804916,73399.52710134063,150434.78424632587,55.54,1364.0621,8440.7251,2016
VA-600,Arlington County CoC,174.0,155.0,19.0,41.0,146628,142857,3771,231805,0.0,0.0,0.0,17151,87136.0,315745.91540950147,590281.5828095871,55.54,1364.0621,8440.7251,2016
VA-602,Loudoun County CoC,134.0,115.0,19.0,16.0,207602,201078,6524,385750,0.0,0.0,0.0,13511,74411.0,345552.57320481975,499416.71330551064,55.54,1364.0621,8440.7251,2016
VT-500,Vermont Balance of State CoC,785.0,691.0,94.0,59.0,250293,241795,8498,462527,0.0,0.0,0.0,53159,48253.710743372816,106641.77153385742,178730.9321411681,43.74,2952.9121,11364.247999999998,2016
VT-501,Burlington/Chittenden County CoC,332.0,270.0,62.0,68.0,95560,93248,2312,161839,0.0,0.0,0.0,14667,57199.0,184045.0032154442,275251.0293662508,43.74,2952.9121,11364.248,2016
WA-500,Seattle/King County CoC,10730.0,6225.0,4505.0,814.0,1213173,1166951,46222,2167863,0.0,0.0,0.0,196841,78776.0,295642.2160672902,481501.5425153637,50.47,1609.9751,9612.8439,2016
WA-501,Washington Balance of State CoC,5706.0,3107.0,2599.0,860.0,988693,927147,61546,2163042,0.0,0.0,0.0,278937,43695.54560429247,148872.35956837135,240541.31253905682,50.47,1609.9750999999999,9612.8439,2016
WA-502,Spokane City & County CoC,981.0,809.0,172.0,188.0,234673,220625,14048,497163,0.0,0.0,0.0,64514,41698.0,124860.62397014727,200268.3739091023,50.47,1609.9751,9612.8439,2016
WA-504,Everett/Snohomish County CoC,960.0,489.0,471.0,254.0,415292,397875,17417,787886,0.0,0.0,0.0,62396,49970.0,266104.7131459027,381914.71589627926,50.47,1609.9751,9612.8439,2016
WA-508,Vancouver/Clark County CoC,688.0,463.0,225.0,63.0,220996,207736,13260,465911,0.0,0.0,0.0,41909,47987.0,227916.13858882268,302590.8272551309,50.47,1609.9751,9612.8439,2016
WI-500,Wisconsin Balance of State CoC,3445.0,3313.0,132.0,187.0,2146362,2064203,82159,3960258,0.0,0.0,0.0,384635,47490.67949865892,87504.90759990881,156317.3680781696,44.71,2107.6843,8788.7615,2016
WI-501,Milwaukee City & County CoC,1415.0,1208.0,207.0,58.0,475320,452193,23127,955121,0.0,0.0,0.0,183511,43139.0,63555.38439635353,131862.71201667815,44.71,2107.6843,8788.7615,2016
WI-502,Racine City & County CoC,196.0,195.0,1.0,2.0,99453,94662,4791,194915,0.0,0.0,0.0,25798,45058.0,73570.36367784457,136784.3338186502,44.71,2107.6843,8788.7615,2016
WI-503,Madison/Dane County CoC,629.0,559.0,70.0,116.0,316992,308144,8848,531775,0.0,0.0,0.0,56594,56450.0,160607.17934662657,251711.98229178353,44.71,2107.6843,8788.7615,2016
WV-500,"Wheeling, Weirton Area CoC",91.0,88.0,3.0,28.0,64942,60390,4552,142421,0.0,0.0,0.0,21660,41342.50342295027,33980.54349851084,80798.20320261038,53.08,2585.7071,8838.2166,2016
WV-501,"Huntington/Cabell, Wayne Counties CoC",228.0,212.0,16.0,13.0,56931,53908,3023,136515,0.0,0.0,0.0,28780,36292.1515584368,35171.63848607716,87952.77547791626,53.07999999999999,2585.7071,8838.2166,2016
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",320.0,288.0,32.0,40.0,122717,115707,7010,274715,0.0,0.0,0.0,44949,42668.6076952478,47440.511936110415,102421.87788662298,53.08,2585.7071,8838.2166,2016
WV-508,West Virginia Balance of State CoC,748.0,664.0,84.0,84.0,540520,507202,33318,1278784,0.0,0.0,0.0,222982,36023.18590317051,44340.25528136766,104910.14746131933,53.08,2585.7071,8838.2166,2016
AK-501,Alaska Balance of State CoC,748.0,610.0,138.0,95.0,52916,50162,2754,113572,0.0,0.0,0.0,8692,54740.77645898637,111313.81683574116,210260.15042312606,32.03,2723.6429,20029.352,2015
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1153.0,916.0,237.0,241.0,418090,395527,22563,869764,0.0,0.0,0.0,133455,49506.32459724707,50115.06791097737,127664.95077651432,62.68000000000001,1659.7148,8206.1271,2015
AL-501,Mobile City & County/Baldwin County CoC,578.0,364.0,214.0,107.0,273976,256205,17771,617755,0.0,0.0,0.0,101145,38234.76158509441,51712.22048314484,121766.13584648717,62.68,1659.7148,8206.1271,2015
AL-502,Florence/Northwest Alabama CoC,245.0,214.0,31.0,28.0,115171,106806,8365,265677,0.0,0.0,0.0,48353,33518.0271758564,40581.814176977154,92003.75797250593,62.68,1659.7148,8206.1271,2015
AL-503,Huntsville/North Alabama CoC,420.0,357.0,63.0,119.0,265103,250262,14841,564106,0.0,0.0,0.0,77771,43546.93321113408,50249.100114639565,113752.84132449864,62.68,1659.7148000000002,8206.1271,2015
AL-504,Montgomery City & County CoC,441.0,373.0,68.0,24.0,175579,165146,10433,383980,0.0,0.0,0.0,74216,39571.75608365019,43833.262910319834,107876.2382928565,62.67999999999999,1659.7148000000002,8206.1271,2015
AL-506,Tuscaloosa City & County CoC,339.0,144.0,195.0,50.0,98625,93229,5396,204953,0.0,0.0,0.0,38704,36274.0,48327.560446586824,134822.50270052816,62.67999999999999,1659.7148,8206.1271,2015
AL-507,Alabama Balance of State CoC,638.0,472.0,166.0,36.0,678685,634419,44266,1636213,0.0,0.0,0.0,339572,34375.227224695074,36434.204084130244,85456.56894604907,62.68,1659.7148,8206.1271,2015
AR-500,Little Rock/Central Arkansas CoC,830.0,491.0,339.0,220.0,279948,267723,12225,590005,0.0,0.0,0.0,96798,44801.827223498105,49955.658976461964,129369.21026188265,60.09,2219.0464,7793.879999999999,2015
AR-501,Fayetteville/Northwest Arkansas CoC,665.0,604.0,61.0,202.0,284867,274067,10800,581818,0.0,0.0,0.0,79422,54912.997078124085,76419.5399235333,137793.27963919804,60.09000000000001,2219.0464000000006,7793.88,2015
AR-503,Arkansas Balance of State CoC,814.0,425.0,389.0,109.0,388058,367389,20669,876643,0.0,0.0,0.0,171402,33001.62396095104,35197.26012493388,86807.36984746906,60.09,2219.0464,7793.88,2015
AR-505,Southeast Arkansas CoC,72.0,71.0,1.0,2.0,120051,112452,7599,286191,0.0,0.0,0.0,63016,35360.94906548424,12517.588723294757,46572.0463738167,60.09,2219.0464,7793.88,2015
AZ-500,Arizona Balance of State CoC,2402.0,1097.0,1305.0,542.0,418552,386435,32117,1007725,0.0,0.0,0.0,200121,33896.29487012826,103556.41201851398,185801.11753339542,65.97,1505.9193,6178.766700000001,2015
AZ-501,Tucson/Pima County CoC,1863.0,1500.0,363.0,344.0,467826,442099,25727,1009490,0.0,0.0,0.0,184628,38823.0,101527.94521325898,170362.06817639546,65.97,1505.9193,6178.7667,2015
AZ-502,"Phoenix, Mesa/Maricopa County CoC",5631.0,4342.0,1289.0,480.0,2033488,1928852,104636,4174423,0.0,0.0,0.0,667637,42761.0,133979.4924834118,217675.50435245468,65.97,1505.9193,6178.7667,2015
CA-500,San Jose/Santa Clara City & County CoC,6556.0,1929.0,4627.0,2207.0,1012215,969950,42265,1915736,0.0,0.0,0.0,156430,85338.0,530990.3669249945,853659.0786985903,61.17,2627.1338,10536.805,2015
CA-502,"Oakland, Berkeley/Alameda County CoC",4040.0,1643.0,2397.0,750.0,819008,779897,39111,1634326,0.0,0.0,0.0,184716,62664.0,355738.5820640188,610737.8337544686,61.17,2627.1338,10536.805,2015
CA-503,Sacramento City & County CoC,2659.0,1711.0,948.0,502.0,684577,643295,41282,1493547,0.0,0.0,0.0,250325,46674.0,178535.60388331115,277940.127600119,61.17000000000001,2627.1338,10536.805,2015
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",3097.0,1037.0,2060.0,702.0,257659,246028,11631,500598,0.0,0.0,0.0,54563,54225.0,303366.5404800319,488023.770866748,61.17,2627.1338000000005,10536.805,2015
CA-505,Richmond/Contra Costa County CoC,2031.0,704.0,1327.0,621.0,544617,517048,27569,1124148,0.0,0.0,0.0,114123,68323.0,297336.45803270175,486004.40361943404,61.169999999999995,2627.1338,10536.805,2015
CA-506,"Salinas/Monterey, San Benito Counties CoC",2959.0,852.0,2107.0,598.0,248033,227947,20086,488454,0.0,0.0,0.0,69186,50181.10525453779,271782.39431026764,419593.5012810856,61.17,2627.1338,10536.805,2015
CA-507,Marin County CoC,1318.0,483.0,835.0,281.0,138677,133718,4959,260974,0.0,0.0,0.0,19100,112840.0,480664.33258587547,856196.9491452716,61.17,2627.1338,10536.805,2015
CA-508,Watsonville/Santa Cruz City & County CoC,1964.0,610.0,1354.0,582.0,143227,132434,10793,273495,0.0,0.0,0.0,40480,57880.0,365461.3198329752,608906.7797153196,61.17,2627.1338,10536.805,2015
CA-509,Mendocino County CoC,947.0,152.0,795.0,112.0,39831,37500,2331,87131,0.0,0.0,0.0,17508,43586.0,161610.85286803576,302574.88113807375,61.17000000000001,2627.1338,10536.805,2015
CA-510,"Turlock, Modesto/Stanislaus County CoC",1408.0,725.0,683.0,59.0,240986,217971,23015,532954,0.0,0.0,0.0,103646,39444.0,155844.90931212253,234825.79338819,61.17,2627.1338,10536.805,2015
CA-511,Stockton/San Joaquin County CoC,1708.0,1173.0,535.0,293.0,314401,286281,28120,721919,0.0,0.0,0.0,124606,39086.0,160053.68502144393,269015.14554801147,61.17000000000001,2627.1338,10536.805,2015
CA-512,Daly City/San Mateo County CoC,1483.0,708.0,775.0,319.0,434234,419310,14924,765479,0.0,0.0,0.0,63663,101261.0,560202.7544988972,938975.0675332291,61.17,2627.1338,10536.805,2015
CA-513,"Visalia/Kings, Tulare Counties CoC",862.0,417.0,445.0,349.0,259855,230119,29736,606754,0.0,0.0,0.0,154039,35278.572627456924,97627.15017379892,166449.94636754526,61.17,2627.1338,10536.805,2015
CA-514,Fresno City & County/Madera County CoC,1722.0,539.0,1183.0,368.0,500115,448654,51461,1122337,0.0,0.0,0.0,274927,38274.201208727856,112539.90916087595,195504.3484806162,61.17000000000001,2627.1338,10536.805,2015
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",796.0,297.0,499.0,334.0,224345,212755,11590,471586,0.0,0.0,0.0,44230,58389.43213751044,271619.52527179825,395668.61854453816,61.17,2627.1338,10536.804999999998,2015
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",591.0,244.0,347.0,298.0,125178,114848,10330,310604,0.0,0.0,0.0,57554,39655.61858507939,29823.05642464881,188565.2018516297,61.17,2627.1338,10536.804999999998,2015
CA-517,Napa City & County CoC,293.0,179.0,114.0,132.0,73717,70290,3427,140766,0.0,0.0,0.0,13960,64005.0,342704.1238134993,523553.59424685524,61.17,2627.1338,10536.805,2015
CA-518,Vallejo/Solano County CoC,1082.0,287.0,795.0,227.0,204869,192237,12632,433378,0.0,0.0,0.0,50972,44150.0,234544.34823370978,340849.76781857066,61.17,2627.1338000000005,10536.805,2015
CA-519,"Chico, Paradise/Butte County CoC",571.0,286.0,285.0,257.0,101066,93766,7300,224643,0.0,0.0,0.0,47269,39483.0,130829.58283644401,229413.45222033313,61.17,2627.1338,10536.805,2015
CA-520,Merced City & County CoC,898.0,155.0,743.0,221.0,114061,101031,13030,266133,0.0,0.0,0.0,68026,35610.0,122133.77176429894,192052.83887931574,61.17,2627.1338,10536.805,2015
CA-521,"Davis, Woodland/Yolo County CoC",498.0,305.0,193.0,87.0,104154,97384,6770,211998,0.0,0.0,0.0,35877,49176.0,223695.31545463658,344003.30635054543,61.17,2627.1337999999996,10536.804999999998,2015
CA-522,Humboldt County CoC,1180.0,244.0,936.0,392.0,62290,58782,3508,135177,0.0,0.0,0.0,27616,41389.0,135038.716268665,249305.932967728,61.17,2627.1338,10536.805,2015
CA-523,"Colusa, Glenn, Trinity Counties CoC",136.0,56.0,80.0,35.0,29156,25908,3248,62025,0.0,0.0,0.0,10428,38629.75574365175,99860.63396861592,183538.48573190568,61.17,2627.1338,10536.805,2015
CA-524,Yuba City & County/Sutter County CoC,716.0,205.0,511.0,198.0,72460,65060,7400,169263,0.0,0.0,0.0,32534,38899.861694522726,131451.39243090258,214242.44482913622,61.17000000000001,2627.1338,10536.805,2015
CA-525,El Dorado County CoC,269.0,121.0,148.0,104.0,87892,82840,5052,184627,0.0,0.0,0.0,16634,59153.0,233444.52453919,387167.76430899126,61.17,2627.1338,10536.805,2015
