coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,ec_county,child_ec_county,ec_grp_mem_county,ec_high_county,child_high_ec_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
IL-501,"Rockford/Winnebago, Boone Counties CoC",287.0,284.0,3.0,145.0,139.0,125.0,41.0,131.0,4.0,158659,145086,13573,336758,7085.0,6080.0,1005.0,51139.68426585263,80591.54693202986,141746.2022169875,0.7102867911330689,0.9484839867466252,0.7665335622327606,1.3032820313994025,1.2336540990387757,1.3765812893828804,0.886924447542716,1.1831780919357522,0.9651384924319838,1.1479543230450353,0.13622503925667692,-0.163535169379792,0.01790598584669377,-0.07465026415727317,0.09639488672032141,0.987741693627887,0.06081840037308394,0.013182562641422032
IL-502,"Waukegan, North Chicago/Lake County CoC",372.0,372.0,0.0,184.0,187.0,133.0,49.0,224.0,2.0,366404,346754,19650,712160,8787.0,7820.0,967.0,89025.0,164336.5651229657,269567.3819286474,0.79540002,1.1381299,0.7981900000000001,1.5417399,1.61564,1.6039100000000002,0.9006800099999999,1.4397,1.17228,1.5551399999999997,0.11379,-0.11406,0.029130001,-0.038899999,0.093719997,0.9759799799999999,0.065509997,0.014060000000000001
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",148.0,146.0,2.0,86.0,61.0,48.0,16.0,93.0,1.0,108953,103518,5435,206708,2967.0,2640.0,327.0,54638.0,92876.45804392234,160155.4304285823,0.9120500100000001,1.17127,0.94850999,1.4834,1.3548599,1.5220900000000002,1.06291,1.3285800000000003,1.1761301,1.2575999,0.10762999999999999,-0.14565,0.0041299998,-0.077339999,0.10359,0.98782998,0.088380001,0.02135
IL-504,Madison County CoC,42.0,42.0,0.0,20.0,22.0,32.0,0.0,9.0,0.0,132172,125585,6587,264898,3447.0,3136.0,311.0,55538.0,64371.04480380504,136912.20471011582,0.80873001,0.97482997,0.8387,1.37503,1.17327,1.40272,0.92843002,1.1585,1.0086499,1.09297,0.096639998,-0.21081001,0.033530001,-0.073469996,0.10833,0.98931003,0.08986,0.01512
IL-506,"Joliet, Bolingbrook/Will County CoC",257.0,226.0,31.0,125.0,101.0,102.0,76.0,109.0,7.0,95672,91006,4666,187877,720.0,650.0,70.0,60817.51536909787,176911.27796258964,253924.12103607244,0.9987277556998462,1.3516612919899722,1.1678583097452055,1.4720424513910695,1.435105480287635,1.5430709811584173,1.222103067751774,1.387312889869436,1.3542142925424612,1.380151889772564,0.044410181569989944,-0.11255932141773607,0.001906003129707202,-0.03972272279203947,0.09665317710606407,0.95732744991702,0.0788594311762962,0.011188864805220435
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",202.0,182.0,20.0,117.0,85.0,119.0,10.0,74.0,2.0,177333,166610,10723,381850,8371.0,7465.0,906.0,55818.903378289906,57608.220968694186,115922.99068276711,0.8129607368167605,0.944432127786513,0.84985570188066,1.3986538072664658,1.1632957668482387,1.4321858872758935,0.9614788850914233,1.2243456775185806,0.9477101868771507,1.0922122237445855,0.12007369107863299,-0.17053536663611366,0.002884251106744533,-0.06540692468757626,0.10912643197590678,0.9905638567030509,0.0793403452669242,0.01696240134029069
IL-512,Bloomington/Central Illinois CoC,275.0,228.0,47.0,156.0,117.0,136.0,12.0,124.0,0.0,237639,224760,12879,496892,7934.0,6346.0,1588.0,55225.928582066124,69083.48547767727,128997.57248400972,0.8609601262071436,1.0471864149720262,0.8993086151579216,1.362029509522995,1.2095104636384768,1.402508286534096,1.0023010013967018,1.1883168725991564,1.0573482835501677,1.1275932232997714,0.10270069981589762,-0.18466059945545513,0.0074209126736699315,-0.07546787814885127,0.11425396927300098,0.9930955795299986,0.0773469360671192,0.01768906405215419
IL-513,Springfield/Sangamon County CoC,189.0,160.0,29.0,124.0,64.0,122.0,7.0,59.0,1.0,98217,92683,5534,195422,4214.0,3750.0,464.0,57206.0,63133.02284243102,134582.02383734667,0.7777299899999999,1.03029,0.7816,1.38753,1.28281,1.4171899999999997,0.88161999,1.19389,1.0319999,1.21259,0.11345,-0.18703000000000003,0.0016600000000000002,-0.057909999,0.09825000199999999,0.99137998,0.08735000299999998,0.018200001
IL-515,South Central Illinois CoC,151.0,86.0,65.0,33.0,52.0,74.0,1.0,5.0,0.0,187189,178327,8862,385258,4476.0,3904.0,572.0,53702.354658436685,43716.08678253346,93415.26666133995,0.8435108546009686,0.8571824530650628,0.8876312813270067,1.2709664271251992,0.9527009210007581,1.2850825185480899,0.9429222605153171,1.0559805554260522,0.8510122741893744,0.8759532153649503,0.0592929360961823,-0.21785945366723078,-0.008194530524709935,-0.08695009821553089,0.12968662176935974,0.99607512974495,0.08781259797967077,0.019138596801091735
IL-516,Decatur/Macon County CoC,83.0,52.0,31.0,60.0,23.0,57.0,1.0,25.0,0.0,46509,42924,3585,102649,3010.0,2468.0,542.0,56548.0,29258.695136091545,79421.90814905505,0.6728299900000001,0.99032998,0.69428003,1.28172,1.19317,1.3231799999999998,0.8248599799999999,1.09276,0.98962998,1.11998,0.1583,-0.21086,-0.00070999999,-0.065350004,0.11374,0.9965300000000001,0.065530002,0.01536
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",95.0,95.0,0.0,55.0,40.0,48.0,12.0,37.0,5.0,254088,240363,13725,534973,10026.0,8885.0,1141.0,52277.91549293142,58274.025765535254,110151.95031317708,0.827925340397964,0.9239518368896935,0.8460180826142067,1.3056750990231283,1.0463032828660137,1.3136548828454895,0.9306136144314012,1.1031921422904707,0.922510861501945,0.9627906513939956,0.09329355582062833,-0.19168211303860194,-0.0008757748552368065,-0.08834306564410166,0.11650368125266136,0.9929752836162385,0.09792957089731444,0.01948540615922037
IL-519,West Central Illinois CoC,111.0,110.0,1.0,51.0,59.0,87.0,11.0,15.0,0.0,100184,95702,4482,210407,3907.0,3423.0,484.0,52304.050739756756,45131.673019295275,93921.98358357708,0.8170309857947692,0.8001466536953143,0.8231362095637977,1.2972106682867015,0.9206347650880912,1.2976173506755955,0.8987643342842682,1.0660431783436863,0.8042899712349875,0.8335910627239588,0.08618298312902421,-0.2187693031781262,0.00348518732643876,-0.1036247898396584,0.12360348476034541,0.996805620177228,0.12023922671692482,0.01998814928682981
IL-520,Southern Illinois CoC,159.0,159.0,0.0,73.0,86.0,122.0,3.0,25.0,1.0,220336,208491,11845,484009,9298.0,8159.0,1139.0,48943.80028883761,34446.83143117507,81824.43057473616,0.798664845797702,0.8119789803602206,0.8382429003287543,1.2165843378794197,0.9045666183932943,1.2263904652288284,0.8766854788988427,0.9970737922185331,0.8044934141661828,0.8325067790738602,0.04488043736875507,-0.23395132417157533,-0.008873983207084993,-0.08394648130176093,0.12502834231776683,0.9947647083672411,0.08349151120422967,0.01829302966328519
IN-502,Indiana Balance of State CoC,3047.0,2385.0,662.0,1790.0,1244.0,2328.0,151.0,579.0,22.0,2631268,2534574,96694,5373151,64468.0,56660.0,7808.0,55100.03222522501,120020.67634931694,195311.89089015833,0.8350603158939308,0.9263969813721278,0.8904052516091582,1.3147312328810785,1.0874508610850988,1.3442905074604454,0.9527864448460633,1.1339840711265792,0.9369632014935909,1.005962107031096,0.0678925647300106,-0.18879700238252003,0.010328708050378946,-0.08527786733147309,0.10467572532301958,0.983988764690823,0.09090630562601386,0.01631565069585839
IN-503,Indianapolis CoC,1928.0,1665.0,263.0,1303.0,621.0,782.0,86.0,1040.0,21.0,502338,478125,24213,971647,16600.0,14442.0,2158.0,65625.0,105915.16936153377,181345.68255206198,0.64282,0.79659998,0.6986100099999999,1.34135,1.1476001,1.37919,0.79264998,1.22577,0.8245599899999999,1.05137,0.11864,-0.12517001,0.033909999,-0.091540001,0.087470002,0.98211002,0.068999998,0.015690001
KS-502,Wichita/Sedgwick County CoC,419.0,419.0,0.0,290.0,124.0,242.0,51.0,120.0,6.0,255879,244066,11813,524481,5288.0,4864.0,424.0,57713.0,90138.26104040725,166361.91971942637,0.79304999,0.95005,0.86855,1.40899,1.22888,1.45898,0.96332002,1.25328,0.97250003,1.1538,0.098379999,-0.16413,0.023080001,-0.065070003,0.09386,0.98992997,0.059319999,0.01446
KS-503,Topeka/Shawnee County CoC,294.0,191.0,103.0,214.0,79.0,196.0,24.0,61.0,0.0,91820,88910,2910,178367,3282.0,2527.0,755.0,54066.0,74788.3787216152,150203.77739051313,0.8441899999999999,0.93897003,0.9349499900000001,1.41023,1.1490901,1.48272,1.0328701,1.26861,0.94891,1.08556,0.094800003,-0.16877,0.01048,-0.05851000199999999,0.096299998,0.99142998,0.085560001,0.01959
KS-505,"Overland Park, Shawnee/Johnson County CoC",157.0,125.0,32.0,80.0,77.0,77.0,12.0,52.0,1.0,345753,336251,9502,614848,3409.0,3272.0,137.0,84535.0,247256.3253591732,346727.49834937043,1.0613101,1.26498,1.1986099,1.60448,1.47113,1.63694,1.24104,1.4702801,1.28154,1.4075,0.03418,-0.11334999999999999,0.01293,-0.04521,0.094300002,0.97061002,0.085330002,0.013599999999999998
KS-507,Kansas Balance of State CoC,783.0,783.0,0.0,441.0,341.0,580.0,89.0,109.0,5.0,729300,707745,21555,1452936,17908.0,14747.0,3161.0,51417.38186334429,81423.32252371572,147367.897600436,0.9341955122450886,0.8936713726068733,0.9763738425238689,1.3677270265972485,1.0038120598368339,1.3823921677322333,1.0244432700964254,1.1698468710033478,0.8957821715192892,0.9287490815411003,0.0493186484811324,-0.1853202259881027,0.0007647016223018077,-0.08017150834826696,0.11068300665468885,0.9883959559830441,0.09160040764473108,0.023121483472680834
KY-500,Kentucky Balance of State CoC,969.0,969.0,0.0,523.0,444.0,798.0,37.0,124.0,3.0,1462267,1396845,65422,3408738,56657.0,50091.0,6566.0,48118.92098894077,80122.47034374296,150462.38569349181,0.8461488121659483,0.5920462096415828,0.9118957391109789,1.2159766970326966,0.6896256211582937,1.2610146856453033,0.9718733625285663,1.078496100415447,0.592866950021923,0.631775856497126,0.059734665808278374,-0.17231135813680373,-0.0006407132468830837,-0.09730031605045392,0.11437928938976477,0.9896901243169202,0.06614542473336994,0.015204861356847316
KY-501,Louisville-Jefferson County CoC,1013.0,756.0,257.0,630.0,380.0,481.0,49.0,455.0,9.0,392078,374258,17820,777378,21389.0,19250.0,2139.0,61474.0,116749.4558631201,202729.83490332877,0.72134,0.79277003,0.83639002,1.41228,1.1717,1.4822,0.88371003,1.2959599,0.78856999,1.12061,0.053550001,-0.14371,-0.0053400001,-0.04558,0.087389998,0.9913799800000002,0.090379998,0.015969999
KY-502,Lexington-Fayette County CoC,562.0,562.0,0.0,377.0,184.0,380.0,38.0,162.0,3.0,172829,166438,6391,320473,6422.0,6036.0,386.0,59987.0,148102.5722397632,230891.9780994875,0.85557002,1.01053,0.9321100100000002,1.45638,1.28494,1.49497,1.04076,1.29684,1.03889,1.17633,0.1044,-0.15278,0.027300000000000005,-0.092330001,0.095720001,0.9831399900000001,0.068360001,0.014570000000000001
MA-500,Boston CoC,4548.0,4378.0,170.0,2354.0,2184.0,1508.0,1618.0,2355.0,45.0,452475,426490,25985,771765,53664.0,49907.0,3757.0,98644.0,430029.1307651131,619151.0661060518,0.84057999,0.64244998,0.92048001,1.6270899999999997,1.0593899,1.69306,1.1491899,1.58648,0.66750002,1.0184799,0.19902,-0.06718,0.037530001,-0.04016,0.09339000300000001,0.95609999,0.054880001,0.01925
MA-502,Lynn CoC,943.0,927.0,16.0,390.0,537.0,644.0,96.0,266.0,5.0,422709,396815,25894,807485,20388.0,19164.0,1224.0,78093.0,380297.99593472533,542986.4136108961,0.80094999,1.10448,0.8359599699999999,1.58734,1.45398,1.67228,0.95570999,1.5249,1.11676,1.40365,0.12531,-0.096649997,0.011,-0.03585,0.094020002,0.97745001,0.05528000000000001,0.01454
MA-503,Cape Cod Islands CoC,343.0,315.0,28.0,172.0,169.0,281.0,20.0,41.0,2.0,121575,113723,7852,253703,3807.0,3252.0,555.0,83453.09130361091,411397.6704618334,589353.1846872024,1.049938015632452,1.05878100960572,1.102727283954427,1.5593012991174722,1.1875877394827814,1.593512821764031,1.2147294474641608,1.4367727513273394,1.096044449727043,1.1296080234368535,0.09310147839094532,-0.10933243596287785,0.03334504589723811,-0.0511893613865859,0.10874773372802055,0.9900080984138147,0.08268573400713432,0.03221114048784603
MA-504,Springfield/Hampden County CoC,2248.0,2218.0,30.0,1053.0,1191.0,1629.0,1302.0,463.0,4.0,226252,209869,16383,462849,20246.0,18626.0,1620.0,61522.0,193869.4241222739,258603.48160018746,0.62908,0.79860997,0.65107,1.41018,1.2874,1.52694,0.72692001,1.38369,0.81541002,1.2213,0.10434,-0.10353000000000001,0.020599999999999997,-0.054129999,0.09206,0.9896100199999999,0.056079999,0.01145
MA-505,New Bedford CoC,372.0,329.0,43.0,185.0,187.0,210.0,110.0,95.0,0.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,0.80197001,0.89407998,0.77930999,1.4571,1.32465,1.5674,0.87225997,1.4211299,0.90671003,1.28152,0.10656,-0.10292,0.01393,-0.03365,0.096340001,0.9851099799999999,0.06181000200000001,0.01269
MA-506,Worcester City & County CoC,1196.0,949.0,247.0,617.0,572.0,831.0,446.0,289.0,26.0,443413,418305,25108,862132,18214.0,17667.0,547.0,65793.0,260398.15609790874,364228.21912803774,0.93479002,1.16125,0.97239,1.5504900000000001,1.4088398999999998,1.60999,1.09498,1.48027,1.16844,1.37433,0.11196,-0.087630004,0.0061599999,-0.025110001,0.09793999799999999,0.9841999999999999,0.068279997,0.01585
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",425.0,375.0,50.0,254.0,164.0,316.0,105.0,59.0,3.0,191545,181534,10011,362652,7610.0,7014.0,596.0,62771.980532300935,208439.78700554892,300364.93444241065,1.0383220416062506,1.0590260367755315,1.0576280583351807,1.4834458019533876,1.2061780995554967,1.490812055079801,1.1208081524659728,1.3452172061921623,1.061421495200385,1.166409980532301,0.0597295724944575,-0.11000913709610315,0.0036249209550439543,-0.034815055448807676,0.10816741130939855,0.9797010197763144,0.11297313798314361,0.028221889043518304
MA-509,Cambridge CoC,411.0,322.0,89.0,265.0,141.0,246.0,82.0,140.0,7.0,905149,864550,40599,1617099,33442.0,31101.0,2341.0,98523.0,414476.17205152754,624736.7427176156,1.01036,1.1601,1.06629,1.6471699,1.4457699999999998,1.70542,1.1389101,1.63471,1.17846,1.4067600000000002,0.063759997,-0.043249998,0.015579999999999998,-0.027729999,0.09736,0.95605999,0.077059999,0.016799999
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",943.0,907.0,36.0,439.0,502.0,430.0,151.0,468.0,7.0,283210,266532,16678,532919,9423.0,8951.0,472.0,79817.0,353246.8380792408,482948.42479903897,1.0186,1.1818399,1.0265,1.59602,1.45727,1.66325,1.1618201,1.52635,1.19426,1.39268,0.11647,-0.08969,0.0104,-0.046379998,0.10233,0.97943002,0.077569999,0.01598
MA-515,Fall River CoC,324.0,236.0,88.0,162.0,160.0,219.0,84.0,92.0,0.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,0.80197001,0.89407998,0.77930999,1.4571,1.32465,1.5674,0.87225997,1.4211299,0.90671003,1.28152,0.10656,-0.10292,0.01393,-0.03365,0.096340001,0.9851099799999999,0.06181000200000001,0.01269
MA-519,"Attleboro, Taunton/Bristol County CoC",224.0,216.0,8.0,105.0,119.0,126.0,39.0,92.0,1.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,0.80197001,0.89407998,0.77930999,1.4571,1.32465,1.5674,0.87225997,1.4211299,0.90671003,1.28152,0.10656,-0.10292,0.01393,-0.03365,0.096340001,0.9851099799999999,0.06181000200000001,0.01269
MD-503,Annapolis/Anne Arundel County CoC,244.0,172.0,72.0,149.0,95.0,117.0,19.0,98.0,3.0,312824,299102,13722,592052,5970.0,5373.0,597.0,76059.0,284633.36987624835,408011.20439852844,1.06954,1.2917,1.16888,1.49367,1.5416501,1.6001101,1.21989,1.45877,1.32847,1.49129,0.041809998,-0.096890002,0.027680000000000003,-0.033769999,0.091119997,0.97073001,0.065980002,0.01542
MD-504,Howard County CoC,82.0,82.0,0.0,45.0,36.0,32.0,6.0,44.0,1.0,186764,179263,7501,335287,3670.0,3082.0,588.0,86380.0,339479.2942397793,506572.0594361897,1.1458499,1.56065,1.3559099,1.55528,1.6676400000000002,1.6959701,1.34957,1.5533,1.58081,1.6301500000000002,-0.0046999999,-0.091849998,0.01275,-0.023,0.09003,0.92721999,0.08151,0.017000001
MD-506,Carroll County CoC,85.0,67.0,18.0,47.0,38.0,69.0,6.0,9.0,0.0,93937,90301,3636,174208,1479.0,1271.0,208.0,69397.0,264655.97179870907,384316.9769843815,1.20996,1.38998,1.31073,1.57892,1.48579,1.62925,1.37853,1.5204,1.40196,1.4568599,0.04918000100000001,-0.071599998,0.0085399998,-0.019859999,0.097070001,0.97803998,0.09476999900000001,0.017580001
MD-509,Frederick City & County CoC,225.0,169.0,56.0,131.0,65.0,111.0,99.0,64.0,1.0,134692,128703,5989,280410,2371.0,2086.0,285.0,68704.0,271989.7126450275,395052.00028232584,1.06832,1.43864,1.17988,1.53777,1.56879,1.6232899,1.30826,1.47232,1.46873,1.51468,0.098130003,-0.10254,0.02049,-0.035730001,0.09262,0.9734600200000001,0.073349997,0.01833
MD-511,Mid-Shore Regional CoC,122.0,113.0,9.0,63.0,59.0,52.0,2.0,60.0,0.0,59888,56926,2962,123088,1714.0,1518.0,196.0,65457.692252697256,155277.2827441815,275695.3427783677,0.8068514125333908,1.0852304928486123,0.7931389757462141,1.2625949795471532,1.182859118645197,1.2630157411737943,0.8627366001416873,1.0867693282549882,1.1051799959378654,1.1151203237419571,0.08354811966709183,-0.1625122608587352,0.019096948248133853,-0.0639893208050663,0.12020708238211687,0.9938193621065416,0.05841470257455642,0.02879823386784252
MD-513,"Wicomico, Somerset, Worcester Counties CoC",214.0,169.0,45.0,138.0,76.0,94.0,7.0,111.0,0.0,84170,78844,5326,182079,2816.0,2329.0,487.0,50572.428797390145,126393.61788559478,221975.6645789094,0.792159175453512,0.9937356193999308,0.7880467479963092,1.2193963110622312,1.1875592505969388,1.232712253801921,0.8634465377700887,1.0854906785256948,1.0365409450842764,1.1095896762394346,0.09130590310694808,-0.13556556427808808,0.0392170380935528,-0.06900491226335821,0.1093879972978762,0.9927331407930076,0.057371468764552756,0.02177401469747747
MD-601,Montgomery County CoC,577.0,509.0,68.0,366.0,210.0,159.0,92.0,367.0,16.0,546559,518901,27658,1055924,12801.0,11520.0,1281.0,92740.0,326983.1007495208,534411.7631025678,0.9938899900000001,1.4048001,1.22145,1.54663,1.64556,1.64745,1.29292,1.55968,1.4737099,1.58927,0.055270001,-0.05627,0.04676,-0.035420001,0.088710003,0.95327997,0.058789998,0.01915
ME-500,Maine Balance of State CoC,2063.0,2063.0,0.0,1099.0,952.0,1657.0,54.0,268.0,10.0,685168,653340,31828,1377238,27040.0,24103.0,2937.0,58475.83000759491,190910.04992710886,283248.5368952159,0.90221301138239,0.8912673915969934,0.9228396697840678,1.3456300557618945,1.010971257709873,1.3553353212450572,0.9996187366725503,1.1788302828276667,0.8935518803201771,0.9475953123516633,0.07795986386286392,-0.15211294256617955,0.0023714970813786,-0.07087220715926296,0.10996474210423253,0.9868067977342552,0.09406281084657409,0.022863014341005693
MI-500,Michigan Balance of State CoC,1014.0,1014.0,0.0,493.0,520.0,849.0,49.0,91.0,7.0,857088,806492,50596,1949248,23030.0,21037.0,1993.0,49149.048786506384,73280.41465410485,146377.40345369343,0.7901672113855548,0.7644153352860026,0.800023476337644,1.2388416279218448,0.8841804880426297,1.2411990201270953,0.8625383472416286,1.039169960360498,0.7646832757799571,0.8188722619930661,0.07228337127414623,-0.19611522796025954,-0.0006916981954843813,-0.08051293410101522,0.11482486561303641,0.9891307636464267,0.13441552060043924,0.02038534934910283
MI-501,Detroit CoC,1293.0,1293.0,0.0,841.0,450.0,136.0,34.0,1124.0,8.0,795757,733422,62335,1773073,43811.0,38553.0,5258.0,50610.0,48051.40990855033,129424.30540098889,0.61658001,0.73591,0.61421001,1.31016,1.22021,1.40509,0.65715998,1.2284100000000002,0.73522002,1.14422,0.065360002,-0.14383,-0.00094,-0.066409998,0.083489999,0.98549998,0.059160002,0.01373
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",169.0,147.0,22.0,100.0,68.0,70.0,6.0,88.0,2.0,795757,733422,62335,1773073,43811.0,38553.0,5258.0,50610.0,48051.40990855033,129424.30540098889,0.61658001,0.73591,0.61421001,1.31016,1.22021,1.40509,0.65715998,1.2284100000000002,0.73522002,1.14422,0.065360002,-0.14383,-0.00094,-0.066409998,0.083489999,0.98549998,0.059160002,0.01373
MI-503,"St. Clair Shores, Warren/Macomb County CoC",330.0,330.0,0.0,188.0,142.0,119.0,6.0,196.0,0.0,439919,414146,25773,877385,9068.0,8161.0,907.0,54258.0,126408.38842931046,206484.10844492304,0.82560998,1.06552,0.88397998,1.31306,1.2578,1.37484,0.93466997,1.2110499999999997,1.05567,1.18653,0.05424,-0.13525,-0.0093299998,-0.060059998,0.092249997,0.97447997,0.060649998,0.0066800001
MI-504,"Pontiac, Royal Oak/Oakland County CoC",333.0,333.0,0.0,159.0,173.0,69.0,17.0,252.0,0.0,660789,630128,30661,1271891,11824.0,10405.0,1419.0,80962.0,180505.67164144572,294113.35310897575,0.9016,1.08191,0.94490999,1.50156,1.43199,1.55861,0.9782800100000001,1.4061199,1.09702,1.3714401,0.034109998,-0.10844999999999999,0.01378,-0.044160001,0.096500002,0.96842003,0.080679998,0.014269999999999998
MI-505,Flint/Genesee County CoC,336.0,289.0,47.0,189.0,147.0,113.0,17.0,201.0,3.0,175248,162185,13063,404662,6126.0,5329.0,797.0,49399.0,41865.4343188453,138155.79573243196,0.63094997,0.8537499900000001,0.63832003,1.23913,1.10716,1.26815,0.71890002,1.10045,0.8585399999999999,1.03497,0.11208999999999998,-0.15239,0.0055800001,-0.069750004,0.10003,0.9912800200000002,0.07536,0.01313
MI-506,"Grand Rapids, Wyoming/Kent County CoC",894.0,825.0,69.0,539.0,349.0,355.0,97.0,481.0,3.0,349619,333242,16377,659000,11109.0,9998.0,1111.0,61852.0,184564.70993188038,263151.22954801837,0.86475998,0.9857699900000001,0.9265300000000001,1.49247,1.26373,1.53558,1.05836,1.34838,1.00052,1.18993,0.12455,-0.13883001,0.01474,-0.06202,0.097719997,0.9826499799999999,0.094970003,0.01426
MI-507,"Portage, Kalamazoo City & County CoC",342.0,342.0,0.0,173.0,167.0,118.0,15.0,208.0,5.0,128361,121925,6436,260688,4151.0,3860.0,291.0,58524.0,121379.58212586316,204150.35436750305,0.85193002,0.97402,0.92738998,1.42364,1.21097,1.47386,1.03613,1.2730401,1.01153,1.12589,0.10495,-0.15775,0.03709,-0.075570002,0.10221,0.98525,0.084040001,0.015769999
MI-508,"Lansing, East Lansing/Ingham County CoC",372.0,358.0,14.0,217.0,153.0,167.0,30.0,151.0,1.0,141934,134011,7923,271427,6106.0,5434.0,672.0,49608.0,83541.25061449668,158238.8443642073,0.84715003,0.90349001,0.86856002,1.42294,1.16292,1.45777,0.96425003,1.26897,0.91597003,1.10911,0.099239998,-0.14878,0.01362,-0.048519999,0.10091,0.97982001,0.10254,0.02299
MI-509,Washtenaw County CoC,269.0,249.0,20.0,141.0,104.0,75.0,10.0,142.0,3.0,188812,180627,8185,364998,6347.0,5585.0,762.0,68688.0,200778.68996301063,322403.3291588181,1.06823,1.17669,1.11455,1.56935,1.4415100000000003,1.60937,1.19574,1.4436599999999997,1.21526,1.37816,0.067900002,-0.11479,0.03173,-0.045960002,0.099420004,0.96605998,0.10924999999999999,0.02465
MI-510,Saginaw City & County CoC,331.0,331.0,0.0,153.0,178.0,109.0,18.0,211.0,0.0,81642,75966,5676,189590,4088.0,3760.0,328.0,49274.0,43952.03100046119,112163.59365743438,0.66187,0.7919499900000001,0.66578001,1.2395101,1.02964,1.28898,0.71455997,1.09042,0.78934997,0.97171998,0.068269998,-0.1821,-0.0032899999,-0.059599999,0.11852,0.99386001,0.080760002,0.01424
MI-511,Lenawee County CoC,97.0,97.0,0.0,42.0,55.0,76.0,10.0,5.0,2.0,44574,42137,2437,99202,597.0,549.0,48.0,46929.0,88633.03731045268,170694.51504403932,0.8497700099999999,0.86628002,0.85156,1.2756701,0.99690998,1.2806799,0.9109699699999999,1.08541,0.8777599899999999,0.9347500199999998,0.06521,-0.17990001,0.01307,-0.066500001,0.10529,0.9929000100000002,0.13101,0.019640001
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",202.0,202.0,0.0,131.0,70.0,168.0,19.0,7.0,0.0,84195,79553,4642,178721,1018.0,892.0,126.0,59789.340681844886,159382.82771021142,275833.92564817163,0.9131748038116954,0.8468452307099893,0.9314509571426414,1.3700901170539557,0.9487052278741726,1.375798384856844,0.990403542889084,1.1828325944027842,0.8561171562004465,0.889078464689544,0.06067916141567023,-0.16339072414545575,0.00977561480107318,-0.06693809133686585,0.1048225094420913,0.9855021699479075,0.13092888070467376,0.02978869279573749
MI-514,Battle Creek/Calhoun County CoC,149.0,143.0,6.0,97.0,52.0,101.0,8.0,39.0,0.0,59353,55512,3841,133878,2342.0,2131.0,211.0,47789.0,64339.22814594827,128376.22007081806,0.68671,0.80716997,0.69695002,1.21995,1.0253,1.2578599,0.77609998,1.03292,0.80526,0.93649,0.10198,-0.21777,-0.0023699999,-0.09482,0.10842,0.9922599799999999,0.089780003,0.0148
MI-515,Monroe City & County CoC,103.0,103.0,0.0,43.0,59.0,60.0,5.0,36.0,1.0,72122,67771,4351,155646,1912.0,1739.0,173.0,53509.0,122422.99168008151,197721.5255426192,0.8909100300000001,1.04984,0.9301299999999999,1.2980601,1.17223,1.33964,1.00459,1.14792,1.06299,1.1084599,0.07412,-0.16700999,0.01237,-0.057530001,0.10468,0.9885600199999999,0.092739999,0.0141
MI-516,"Norton Shores, Muskegon City & County CoC",105.0,76.0,29.0,31.0,45.0,38.0,3.0,31.0,0.0,75488,69977,5511,176612,2506.0,2305.0,201.0,46701.0,89268.51631683142,170646.06275975585,0.73636001,0.77287,0.7679399799999999,1.24499,0.96289998,1.26153,0.8139399899999998,1.05414,0.7523700000000001,0.89229,0.05652,-0.19674,-0.027249999,-0.079130001,0.11463,0.9940900199999999,0.086060002,0.01353
MI-517,Jackson City & County CoC,119.0,119.0,0.0,62.0,56.0,84.0,12.0,23.0,0.0,71930,67825,4105,160266,2555.0,2299.0,256.0,47503.0,84842.09019940204,166198.64575483132,0.76345003,0.82773,0.77533001,1.2635601,1.00341,1.2774,0.8607400100000001,1.07412,0.83907998,0.9132500299999999,0.09922,-0.18925001,0.013519999999999999,-0.098719999,0.10497999999999999,0.99395001,0.090209998,0.01623
MI-518,Livingston County CoC,77.0,73.0,4.0,33.0,44.0,71.0,2.0,4.0,0.0,101971,97724,4247,195277,391.0,355.0,36.0,65883.0,212769.6518299887,315140.47106142464,1.1063499,1.23906,1.18795,1.49622,1.33504,1.5439,1.26748,1.37991,1.25283,1.29238,0.062749997,-0.11884000000000002,0.010990000000000002,-0.033009999,0.10569,0.96622998,0.11036,0.016349999
